dataset,horizon,ticker,model,scheme,n_test,mse,rmse,mae,r2_oos_vs_mean,har_mse,relative_mse_vs_har
MHAR,1,AAPL,NN2_1,fixed,842,5.502519182522055e-08,0.00023457449099426934,9.739185756533408e-05,0.10127281600611537,5.678133787059874e-08,0.9690717740856979
MHAR,1,AAPL,NN3,fixed,842,5.6599024053593386e-08,0.00023790549395420315,0.00011733079259322638,0.0755673934575285,5.678133787059874e-08,0.9967891947628843
MHAR,1,AAPL,NN3_1,fixed,842,5.273481968471677e-08,0.00022964063160668403,8.475747464572787e-05,0.13868149439239474,5.678133787059874e-08,0.928735067935459
MHAR,1,AAPL,NN4,fixed,842,5.615091856257597e-08,0.000236961850437103,0.00011744386270122946,0.08288630635388838,5.678133787059874e-08,0.9888974206726255
MHAR,1,AAPL,NN4_1,fixed,842,5.072415689069286e-08,0.0002252202408547972,8.393878251050889e-05,0.17152167633259008,5.678133787059874e-08,0.8933244406162139
MHAR,1,AAPL,PostLasso,rolling,842,5.71215766273964e-08,0.00023900120633042085,8.718180943492145e-05,0.06703253537589837,5.678133787059874e-08,1.0059920877097515
MHAR,1,AAPL,RandomForest,rolling,842,5.325272825235286e-08,0.00023076552656831753,7.52090943308766e-05,0.13022248692475435,5.678133787059874e-08,0.9378561733383709
MHAR,1,AAPL,Ridge,rolling,842,5.650446782102882e-08,0.0002377066844264772,8.759215815724187e-05,0.07711178165142618,5.678133787059874e-08,0.9951239252199218
MHAR,1,AAPL,SHAR,rolling,842,5.543084590942589e-08,0.0002354375626560594,8.279765658179401e-05,0.09464726249725175,5.678133787059874e-08,0.9762159186130742
MHAR,1,JPM,AdaptiveLasso,rolling,841,4.041481880968994e-08,0.00020103437220955512,6.995178736507702e-05,-0.049535551033576875,4.0156006118316025e-08,1.0064451800961318
MHAR,1,JPM,Bagging,rolling,841,4.493227037662533e-08,0.00021197233398871968,5.9641427028433685e-05,-0.1668495996724455,4.0156006118316025e-08,1.1189427116889183
MHAR,1,JPM,ElasticNet,rolling,841,4.176694531243068e-08,0.00020436962913415163,7.978424217622597e-05,-0.08464902861227297,4.0156006118316025e-08,1.0401170173489906
MHAR,1,JPM,GradientBoosting,rolling,841,4.067570756254669e-08,0.0002016821944608564,6.097246485527147e-05,-0.05631059120578019,4.0156006118316025e-08,1.0129420600918182
MHAR,1,JPM,HAR,rolling,841,4.0156006118316025e-08,0.0002003896357557347,6.706674235196728e-05,-0.04281442426236204,4.0156006118316025e-08,1.0
MHAR,1,JPM,HARQ,rolling,841,4.9861149597686436e-08,0.0002232961029612618,6.444558410203761e-05,-0.2948480448371684,4.0156006118316025e-08,1.2416859747150921
MHAR,1,JPM,HARX,rolling,841,4.0156006118316025e-08,0.0002003896357557347,6.706674235196728e-05,-0.04281442426236204,4.0156006118316025e-08,1.0
MHAR,1,JPM,Lasso,rolling,841,4.0738909540419904e-08,0.000201838820697159,7.306900867869158e-05,-0.05795188825045905,4.0156006118316025e-08,1.0145159710451883
MHAR,1,JPM,LevHAR,rolling,841,5.377045703327268e-08,0.00023188457696292068,0.00010409147643364277,-0.39636915156012953,4.0156006118316025e-08,1.3390389690359872
MHAR,1,JPM,LogHAR,rolling,841,3.526426330317598e-08,0.00018778781457585574,5.4109391805006983e-05,0.08421962270883454,4.0156006118316025e-08,0.878181540247629
MHAR,1,JPM,NN1,fixed,841,3.744895301640504e-08,0.00019351731968070724,6.653577605050546e-05,0.027485246815468156,4.0156006118316025e-08,0.9325865950429706
MHAR,1,JPM,NN1_1,fixed,841,4.00423744045693e-08,0.0002001059079701779,6.874135511513436e-05,-0.0398635135119354,4.0156006118316025e-08,0.9971702436389736
MHAR,1,JPM,NN2,fixed,841,3.8534150250916564e-08,0.0001963011723116206,8.086335428761552e-05,-0.0006963239807886712,4.0156006118316025e-08,0.9596111261010168
MHAR,1,JPM,NN2_1,fixed,841,3.66618337606207e-08,0.00019147280162106758,6.382146612210506e-05,0.04792600756065002,4.0156006118316025e-08,0.9129850626230093
MHAR,1,JPM,NN3,fixed,841,4.3458120782395337e-08,0.00020846611423057547,0.0001053317143033745,-0.12856729500663455,4.0156006118316025e-08,1.0822321486442135
MHAR,1,JPM,NN3_1,fixed,841,3.9725737063949234e-08,0.00019931316329823586,8.099486520509185e-05,-0.031640733958465894,4.0156006118316025e-08,0.9892850635319896
MHAR,1,JPM,NN4,fixed,841,4.460816249909109e-08,0.00021120644521200363,0.00010745258143691588,-0.15843281716887891,4.0156006118316025e-08,1.1108714937351387
MHAR,1,JPM,NN4_1,fixed,841,4.424071492498794e-08,0.00021033476870215237,9.375903036771589e-05,-0.14889054273785152,4.0156006118316025e-08,1.1017209927360976
MHAR,1,JPM,PostLasso,rolling,841,4.041420954823615e-08,0.0002010328568872167,6.994819993486657e-05,-0.049519729075828245,4.0156006118316025e-08,1.006430007734319
MHAR,1,JPM,RandomForest,rolling,841,3.773173438145529e-08,0.00019424658138936522,5.726284178021469e-05,0.020141675706375706,4.0156006118316025e-08,0.9396286640230644
MHAR,1,JPM,Ridge,rolling,841,4.0570973225914614e-08,0.00020142237518685607,7.104566581634726e-05,-0.05359073712881668,4.0156006118316025e-08,1.0103338740007142
MHAR,1,JPM,SHAR,rolling,841,3.760737539874571e-08,0.00019392621122155124,6.470078044655284e-05,0.023371163732999745,4.0156006118316025e-08,0.9365317678241952
